Graph,QY Rhyme,GY Rhyme,GY Tone,GY fanqie,GY Baxter,Division,Kai/Hekou,QY Division,PingSheng Eq.,SBGY,MCI,MCF,MCT,Middle Chinese,MC/QY
寐,,至,去,彌二,mjijH (IV),三,開,明,脂,353.31,m-,-jij,C,mjijH,miᶜ 4
罕,,,,,,,,,,,x-,-an,B,xanX,
罕,,,,,,,,,,,x-,-an,B,xanX,
閨,齊,齊,平,古攜,kwej,四,合,見,齊,91.45,,,,,
凚,,沁,去,巨禁,gimH (III),三,開,群,侵,441.02,,,,,
䌰,,,,,,,,,,,,,,,
荐,,霰,去,在甸,dzenH,四,開,從,先,408.45,dz-,-en,C,dzenH,"dzienᶜ,dzuənᶜ"
荐,,,,,,,,,,,dz-,-en,C,dzenH,
薍,,諫,去,五患,ngwænH,二,合,疑,刪,405.47,,,,,
㗌,,,,,,,,,,,,,,,
勺,,藥,入,市若,dzyak,三,開,常（禪三）,陽,502.39,dzy-,-jak,D,dzyak,
勺,,藥,入,之若,tsyak,三,開,章（照三）,陽,501.50,tsy-,-jak,D,tsyak,
酉,,有,上,與久,yuwX,三,開,以（喻四）,尤,323.41,y-,-juw,B,yuwX,jiəuᴮ
酉,,,,,,,,,,,y-,-juw,B,yuwX,
駸,侵,侵,平,七林,tshim,三,開,清,侵,216.31,,,,,
駸,侵,侵,平,楚簪,tsrhim,三,開,初（穿二）,侵,220.44,,,,,
抶,,質,入,丑栗,trhit,三,開,徹,真,469.45,,,,,
狔,,紙,上,女氏,nrjeX,三,開,娘,支,246.43,,,,,
酘,,候,去,田候,duwH,一,開,定,侯,438.28,,,,,
墓,,暮,去,莫故,muH,一,開,明,模,367.05,m-,-u,C,muH,muoᶜ
禔,齊,齊,平,杜奚,dej,四,開,定,齊,88.20,,,,,"diei,tśie,źie"
禔,支,支,平,是支,dzye,三,開,常（禪三）,支,45.27,,,,,
禔,支,支,平,章移,tsye,三,開,章（照三）,支,41.01,,,,,
膏,豪,豪,平,古勞,kaw,一,開,見,豪,155.10,k-,-aw,A,kaw,kâu[ᶜ]
膏,,号,去,古到,kawH,一,開,見,豪,417.31,k-,-aw,C,kawH,
枋,陽,陽,平,府良,pjang,三,開,幫,陽,175.07,p-,-jaeng,C,pjaengH,
輷,耕,耕,平,呼宏,xwɛng,二,合,曉,耕,189.29,,,,,
輷,,諍,去,呼迸,xwɛngH,二,合,曉,耕,430.32,,,,,
斂,,豔,去,力驗,ljemH,三,開,來,鹽,444.03,l-,-jem,B,ljemX,ljämᶜ
斂,,琰,上,良冉,ljemX,三,開,來,鹽,333.32,l-,-jem,C,ljemH,"ljämᴮ,ljämᶜ"
茭,肴,肴,平,古肴,kæw,二,開,見,肴,152.11,,,,,
苙,,緝,入,其立,gip (III),三,開,群,侵,532.29,,,,,
苙,,緝,入,力入,lip,三,開,來,侵,532.48,,,,,
鏊,,号,去,五到,ngawH,一,開,疑,豪,417.37,,,,,
髆,,鐸,入,補各,pak,一,開,幫,唐,508.32,,,,,
災,咍,咍,平,祖才,tsoj,一,開,精,咍,100.26,ts-,-oj,A,tsoj,tsậi
浘,,尾,上,無匪,mjɨjX,三,開,明,微,254.36,,,,,
皛,,篠,上,胡了,hewX,四,開,匣,蕭,296.44,,,,,
皛,,陌,入,普伯,phæk,二,開,滂,庚,511.53,,,,,
繅,豪,豪,平,蘇遭,saw,一,開,心,豪,157.04,,,,,
繅,,晧,上,子晧,tsawX,一,開,精,豪,302.49,,,,,
犉,真,諄,平,如勻,nywin,三,合,日,諄,107.20,,,,,
揎,仙,仙,平,須緣,swjen,三,合,心,仙,140.20,,,,,
旓,肴,肴,平,所交,sræw,二,開,生（審二）,肴,152.52,,,,,
菢,,号,去,薄報,bawH,一,開,並,豪,418.22,,,,,
儽,脂,脂,平,力追,lwij,三,合,來,脂,56.12,l-,-woj,C,lwojH,
儽,,隊,去,盧對,lwojH,一,合,來,灰,389.18,,,,,
靧,,隊,去,荒内,xwojH,一,合,曉,灰,388.12,x-,-woj,C,xwojH,
塗,麻,麻,平,宅加,dræ,二,開,澄,麻,168.39,d-,-u,A,du,
塗,模,模,平,同都,du,一,開,定,模,82.33,d-,-u,A,du,
櫁,,,,,,,,,,,,,,,
茄,歌,戈,平,求迦,gja,三,開,群,戈,164.29,,,,,gjâ
茄,麻,麻,平,古牙,kæ,二,開,見,麻,166.50,,,,,
諡,,至,去,神至,zyijH,三,開,船（牀三）,脂,355.44,,,,,
壑,,鐸,入,呵各,xak,一,開,曉,唐,507.47,x-,-ak,D,xak,
勾,,,,,,,,,,,,,,,
灤,寒(+w),桓,平,落官,lwan,一,合,來,桓,126.01,,,,,
儻,,宕,去,他浪,thangH,一,開,透,唐,428.21,th-,-ang,B,thangX,
儻,,蕩,上,他朗,thangX,一,開,透,唐,314.15,,,,,
莦,宵,宵,平,相邀,sjew,三,開,心,宵,146.58,,,,,
莦,肴,肴,平,所交,sræw,二,開,生（審二）,肴,153.06,,,,,
胱,唐,唐,平,古黃,kwang,一,合,見,唐,181.49,,,,,
迪,,錫,入,徒歷,dek,四,開,定,青,522.10,,,,,diek
鉤,侯,侯,平,古侯,kuw,一,開,見,侯,214.42,k-,-uw,A,kuw,
鼉,歌,歌,平,徒河,da,一,開,定,歌,159.35,,,,,"dâ,dân"
廂,陽,陽,平,息良,sjang,三,開,心,陽,175.14,,,,,
羺,侯,侯,平,奴鉤,nuw,一,開,泥,侯,213.12,,,,,
夊,支,支,平,楚危,tsrhwje,三,合,初（穿二）,支,50.27,,,,,
𧣹,,,,,,,,,,,,,,,
棍,,混,上,胡本,hwonX,一,合,匣,魂,282.07,,,,,
覔,,,,,,,,,,,,,,,
矖,支,支,平,呂支,lje,三,開,來,支,46.23,,,,,
矖,,紙,上,所綺,srjeX,三,開,生（審二）,支,244.43,,,,,
瘮,,寢,上,踈錦,srimX,三,開,生（審二）,侵,329.35,,,,,
寨,夬,夬,去,犲夬,dzræjH,二,開,崇（牀二）,,387.21,,,,,
寨,,德,入,蘇則,sok,一,開,心,登,530.16,,,,,
厈,,禡,去,充夜,tsyhæH,三,開,昌（穿三）,麻,422.59,tsyh-,-jek,D,tsyhek,
慍,,問,去,於問,ʔjunH,三,開,影,文,396.34,-,-jun,C,junH,Ɂjuənᶜ
快,夬,夬,去,苦夬,khwæjH,二,合,溪,,386.36,kh-,-waej,C,khwaejH,kʰwaiᶜ
涸,,鐸,入,下各,hak,一,開,匣,唐,507.62,,,,,Ɣâk
袋,,代,去,徒耐,dojH,一,開,定,咍,389.43,d-,-oj,C,dojH,
鬥,,候,去,都豆,tuwH,一,開,端,侯,438.40,,,,,təuᶜ
甋,,錫,入,都歷,tek,四,開,端,青,521.34,,,,,
蔕,,霽,去,都計,tejH,四,開,端,齊,370.36,,,,,
擕,,,,,,,,,,,,,,,
存,魂,魂,平,徂尊,dzwon,一,合,從,魂,118.11,dz-,-won,A,dzwon,dzuən
糴,,錫,入,徒歷,dek,四,開,定,青,522.15,,,,,diek
贊,,,,,,,,,,,ts-,-an,C,tsanH,
煽,仙,仙,平,式連,syen,三,開,書（審三）,仙,138.23,,,,,śjänᶜ
煽,,線,去,式戰,syenH,三,開,書（審三）,仙,410.23,,,,,
膠,肴,肴,平,口交,khæw,二,開,溪,肴,153.50,k-,-aew,A,kaew,kau[ᴮ]
膠,肴,肴,平,古肴,kæw,二,開,見,肴,152.13,k-,-aew,B,kaewX,
膠,,效,去,古孝,kæwH,二,開,見,肴,415.24,,,,,
喰,,,,,,,,,,,,,,,
鐉,仙,仙,平,此緣,tshwjen,三,合,清,仙,141.55,,,,,
噢,,屋,入,於六,ʔjuwk,三,開,影,東,458.11,,,,,
噢,,麌,上,於武,ʔjuX,三,開,影,虞,263.25,,,,,
惑,,德,入,胡國,hwok,一,合,匣,登,530.35,h-,-wok,D,hwok,Ɣwək
恢,灰,灰,平,苦回,khwoj,一,合,溪,灰,96.08,,,,,
檐,鹽,鹽,平,余廉,yem,三,開,以（喻四）,鹽,225.14,y-,-jem,A,yem,
檐,,,,,,,,,,,y-,-jem,A,yem,
簴,,,,,,,,,,,,,,,
悽,齊,齊,平,七稽,tshej,四,開,清,齊,87.28,,,,,
蒞,,,,,,,,,,,,,,,ljiᶜ
皵,,藥,入,七雀,tshjak,三,開,清,陽,503.19,,,,,
皵,,昔,入,七迹,tshjiek,三,開,清,清,518.40,,,,,
昇,蒸,蒸,平,識蒸,sying,三,開,書（審三）,蒸,199.40,,,,,
鬛,,,,,,,,,,,,,,,
鏤,虞,虞,平,力朱,lju,三,開,來,虞,77.40,l-,-uw,C,luwH,ləuᶜ
鏤,,候,去,盧候,luwH,一,開,來,侯,439.52,,,,,
繠,,紙,上,如累,nyweX,三,合,日,支,243.42,,,,,
繠,,旨,上,如壘,nywijX,三,合,日,脂,250.13,,,,,
皖,,潸,上,戸板,hwænX,二,合,匣,刪,286.60,,,,,
誠,清,清,平,是征,dzyieng,三,開,常（禪三）,清,191.30,dzy-,-jeng,A,dzyeng,
楂,麻,麻,平,鉏加,dzræ,二,開,崇（牀二）,麻,169.19,,,,,
冤,元,元,平,於袁,ʔwjon,三,合,影,元,115.14,,,,,Ɂjwɐn
𦼮,,旱,上,古旱,kanX,一,開,見,寒,284.38,,,,,
緉,,漾,去,力讓,ljangH,三,開,來,陽,424.43,,,,,
緉,,養,上,良<將廾>,ljangX,三,開,來,陽,310.40,,,,,
敷,虞,虞,平,芳無,phju,三,開,滂,虞,78.32,ph-,-ju,A,phju,
徊,灰,灰,平,戸恢,hwoj,一,合,匣,灰,96.31,,,,,
豳,真,真,平,府巾,pin (III),三,開,幫,真,106.21,,,,,
鹿,,屋,入,盧谷,luwk,一,開,來,東,450.40,l-,-uwk,D,luwk,luk
蠅,蒸,蒸,平,余陵,ying,三,開,以（喻四）,蒸,199.26,y-,-ing,A,ying,jiəŋ
蠅,,,,,,,,,,,y-,-ing,A,ying,
梃,,迥,上,徒鼎,dengX,四,開,定,青,319.51,,,,,
晦,,隊,去,荒内,xwojH,一,合,曉,灰,388.10,x-,-woj,C,xwojH,xwậiᶜ
勣,,錫,入,則歷,tsek,四,開,精,青,522.56,,,,,
柯,歌,歌,平,古俄,ka,一,開,見,歌,159.03,,,,,kâ
籺,,屑,入,胡結,het,四,開,匣,先,494.19,,,,,
瓤,陽,陽,平,女良,nrjang,三,開,娘,陽,176.07,,,,,
瓤,陽,陽,平,汝陽,nyang,三,開,日,陽,174.41,,,,,
恌,蕭,蕭,平,吐彫,thew,四,開,透,蕭,144.20,,,,,
恌,宵,宵,平,餘昭,yew,三,開,以（喻四）,宵,148.41,,,,,
嚻,宵,宵,平,許嬌,xjew (III),三,開,曉,宵,147.18,,,,,
眚,,梗,上,所景,srjængX,三,開,生（審二）,庚,316.26,,,,,
韆,仙,仙,平,七然,tshjen,三,開,清,仙,137.17,,,,,
紓,魚,魚,平,傷魚,syo,三,開,書（審三）,魚,66.32,sy-,-jo,A,syo,"śjwo,dźjwo"
紓,,語,上,神與,zyoX,三,開,船（牀三）,魚,259.36,zy-,-jo,B,zyoX,
熾,,志,去,昌志,tsyhiH,三,開,昌（穿三）,之,358.19,tsyh-,-i,C,tsyhiH,
嗤,之,之,平,赤之,tsyhi,三,開,昌（穿三）,之,63.01,,,,,
燝,,,,,,,,,,,,,,,
闚,支,支,平,去隨,khwjie (IV),三,合,溪,支,43.38,,,,,
渫,,洽,入,士洽,dzrɛp,二,開,崇（牀二）,咸,543.20,,,,,
渫,,薛,入,私列,sjet,三,開,心,仙,496.32,,,,,
屝,,未,去,扶沸,bjɨjH,三,開,並,微,360.23,,,,,
𤤒,,,,,,,,,,,,,,,
乩,,,,,,,,,,,,,,,
璫,唐,唐,平,都郎,tang,一,開,端,唐,179.51,,,,,
蟏,,,,,,,,,,,,,,,
膺,蒸,蒸,平,於陵,ʔing,三,開,影,蒸,199.14,-,-ing,A,ing,Ɂjəŋ
滾,,,,,,,,,,,,,,,
縟,,燭,入,而蜀,nyowk,三,開,日,鍾,462.18,ny-,-jowk,D,nyowk,
獮,,獮,上,息淺,sjenX,三,開,心,仙,290.21,s-,-jen,B,sjenX,
濉,脂,脂,平,息遺,swij,三,合,心,脂,56.24,,,,,
瓘,,換,去,古玩,kwanH,一,合,見,桓,403.02,,,,,
呅,,,,,,,,,,,,,,,
遥,,,,,,,,,,,,,,,
滫,,有,上,息有,sjuwX,三,開,心,尤,324.23,,,,,
傺,祭,祭,去,丑例,trhjejH,三,開,徹,,379.22,,,,,
駿,,稕,去,子峻,tswinH,三,合,精,諄,395.11,,,,,
矼,江,江,平,古雙,kæwng,二,開,見,江,38.35,,,,,
杈,麻,麻,平,初加,tsrhæ,二,開,初（穿二）,麻,167.41,,,,,tṣʰaiᶜ
杈,,卦,去,楚懈,tsrhɛɨH,二,開,初（穿二）,佳,384.03,,,,,
坲,,物,入,符弗,bjut,三,開,並,文,476.26,,,,,
蚴,,黝,上,於糾,ʔjiwX,三,開,影,幽,327.53,,,,,
廋,尤,尤,平,所鳩,srjuw,三,開,生（審二）,尤,208.34,,,,,
湝,皆,皆,平,戸皆,hɛj,二,開,匣,皆,94.33,,,,,
湝,皆,皆,平,古諧,kɛj,二,開,見,皆,94.22,,,,,
嵼,,產,上,所簡,srɛnX,二,開,生（審二）,山,287.18,,,,,
秸,,黠,入,古黠,kɛt,二,開,見,山,489.14,k-,-eat,D,keat,kăt
繃,耕,耕,平,北萌,pɛng,二,開,幫,耕,189.38,,,,,pɛŋ
徂,模,模,平,昨胡,dzu,一,開,從,模,85.02,dz-,-u,A,dzu,
邱,尤,尤,平,去鳩,khjuw,三,開,溪,尤,208.04,,,,,
邐,,紙,上,力紙,ljeX,三,開,來,支,244.32,,,,,
瞭,蕭,蕭,平,落蕭,lew,四,開,來,蕭,146.09,,,,,
瞭,,篠,上,盧鳥,lewX,四,開,來,蕭,296.01,,,,,
鼐,,代,去,奴代,nojH,一,開,泥,咍,390.49,,,,,nậiᴮ/ᶜ
鼐,,海,上,奴亥,nojX,一,開,泥,咍,274.18,,,,,
締,齊,齊,平,杜奚,dej,四,開,定,齊,88.11,,,,,
締,,霽,去,特計,dejH,四,開,定,齊,371.51,,,,,
籛,先,先,平,則前,tsen,四,開,精,先,133.11,,,,,
籛,,線,去,子賤,tsjenH,三,開,精,仙,410.18,,,,,
籛,,獮,上,即淺,tsjenX,三,開,精,仙,292.19,,,,,
猺,宵,宵,平,餘昭,yew,三,開,以（喻四）,宵,149.09,,,,,
弇,覃,覃,平,古南,kom,一,開,見,覃,223.20,,,,,
弇,,琰,上,衣儉,ʔjemX (III),三,開,影,鹽,335.13,,,,,
孚,虞,虞,平,芳無,phju,三,開,滂,虞,78.35,,,,,
冱,,暮,去,胡誤,huH,一,開,匣,模,369.03,,,,,
㷿,,,,,,,,,,,,,,,
輘,登,登,平,魯登,long,一,開,來,登,201.11,,,,,
咻,尤,尤,平,許尤,xjuw,三,開,曉,尤,209.27,,,,,
咻,,麌,上,況羽,xjuX,三,開,曉,虞,262.49,,,,,
蠟,,盍,入,盧盍,lap,一,開,來,談,537.04,l-,-ap,D,lap,lâp
漩,,,,,,,,,,,,,,,
啖,,闞,去,徒濫,damH,一,開,定,談,443.22,d-,-am,B,damX,
啖,,敢,上,徒敢,damX,一,開,定,談,332.50,,,,,
殉,,稕,去,辭閏,zwinH,三,合,邪,諄,395.02,z-,-win,C,zwinH,
,,,,,,,,,,,,,,,
峗,支,支,平,魚爲,ngwje (III),三,合,疑,支,49.39,,,,,
膁,,忝,上,苦簟,khemX,四,開,溪,添,336.05,,,,,
确,,覺,入,胡覺,hæwk,二,開,匣,江,467.26,,,,,
誣,虞,虞,平,武夫,mju,三,開,明,虞,73.04,m-,-ju,A,mju,mju
𦧈,,沁,去,巨禁,gimH (III),三,開,群,侵,440.45,,,,,
刀,豪,豪,平,都勞,taw,一,開,端,豪,156.45,t-,-aw,A,taw,tâu
蓧,,錫,入,徒歷,dek,四,開,定,青,522.19,,,,,
蓧,蕭,蕭,平,吐彫,thew,四,開,透,蕭,144.26,,,,,
槥,祭,祭,去,于歲,hwjejH (III),三,合,云（喻三）,,375.24,,,,,
槥,祭,祭,去,祥歲,zwjejH,三,合,邪,,376.47,,,,,
鄯,,線,去,時戰,dzyenH,三,開,常（禪三）,仙,409.15,,,,,
鄯,,獮,上,常演,dzyenX,三,開,常（禪三）,仙,292.03,,,,,
舲,青,青,平,郎丁,leng,四,開,來,青,195.28,,,,,
壸,,,,,,,,,,,,,,,
髫,蕭,蕭,平,徒聊,dew,四,開,定,蕭,144.52,,,,,
揀,,產,上,古限,kɛnX,二,開,見,山,287.36,k-,-ean,B,keanX,kănᴮ
揀,,霰,去,郎甸,lenH,四,開,來,先,407.51,,,,,
震,,震,去,章刃,tsyinH,三,開,章（照三）,真,391.52,tsy-,-in,C,tsyinH,tśjenᶜ
饛,東,東,平,莫紅,muwng,一,開,明,東,29.20,,,,,
幗,,隊,去,古對,kwojH,一,合,見,灰,388.46,,,,,
幗,,麥,入,古獲,kwɛk,二,合,見,耕,513.35,,,,,
灇,,,,,,,,,,,,,,,
隙,,陌,入,綺戟,khjæk,三,開,溪,庚,511.17,kh-,-jaek,D,khjaek,
橞,,霽,去,胡桂,hwejH,四,合,匣,齊,373.51,,,,,
挨,,海,上,於改,ʔojX,一,開,影,咍,274.44,,,,,
挨,,駭,上,於駭,ʔɛjX,二,開,影,皆,271.35,,,,,
絍,,沁,去,汝鴆,nyimH,三,開,日,侵,440.36,,,,,
崔,灰,灰,平,昨回,dzwoj,一,合,從,灰,98.06,dz-,-woj,A,dzwoj,dzuậi
崔,灰,灰,平,倉回,tshwoj,一,合,清,灰,97.38,,,,,
覓,,錫,入,莫狄,mek,四,開,明,青,523.16,,,,,miek
嘨,,,,,,,,,,,,,,,
罹,支,支,平,呂支,lje,三,開,來,支,45.40,l-,-je,A,lje,
牆,陽,陽,平,在良,dzjang,三,開,從,陽,176.34,,,,,
嶧,,昔,入,羊益,yiek,三,開,以（喻四）,清,517.13,,,,,
崐,魂,魂,平,古渾,kwon,一,合,見,魂,116.41,,,,,
獠,,晧,上,盧晧,lawX,一,開,來,豪,301.30,,,,,lieu
獠,蕭,蕭,平,落蕭,lew,四,開,來,蕭,146.17,,,,,
獠,,巧,上,張絞,træwX,二,開,知,肴,301.09,,,,,
艖,歌,歌,平,昨何,dza,一,開,從,歌,160.20,,,,,
艖,麻,麻,平,初加,tsrhæ,二,開,初（穿二）,麻,167.48,,,,,
薩,,曷,入,桑割,sat,一,開,心,寒,484.35,,,,,
颭,,琰,上,占琰,tsyemX,三,開,章（照三）,鹽,334.08,,,,,
叚,,馬,上,古疋,kæX,二,開,見,麻,308.11,k-,-ae,B,kaeX,
巋,脂,脂,平,丘追,khwij (III),三,合,溪,脂,58.34,,,,,kʰjwiᴮ 3
巋,,旨,上,丘軌,khwijX (III),三,合,溪,脂,250.36,,,,,
萄,豪,豪,平,徒刀,daw,一,開,定,豪,157.37,,,,,
槁,,晧,上,苦浩,khawX,一,開,溪,豪,303.46,,,,,
痗,,隊,去,莫佩,mwojH,一,合,明,灰,387.52,,,,,"muậiᶜ,xuậiᶜ"
痗,,隊,去,荒内,xwojH,一,合,曉,灰,388.15,,,,,
毆,,厚,上,烏后,ʔuwX,一,開,影,侯,327.15,,,,,
䣱,,,,,,,,,,,,,,,
廿,,緝,入,人執,nyip,三,開,日,侵,532.09,,,,,
栧,,,,,,,,,,,,,,,
𧳽,,,,,,,,,,,,,,,
魮,脂,脂,平,房脂,bjij (IV),三,開,並,脂,52.22,,,,,
縱,鍾,鍾,平,即容,tsjowng,三,開,精,鍾,37.17,ts-,-jowng,C,tsjowngH,tsjwoŋᶜ
縱,,用,去,子用,tsjowngH,三,開,精,鍾,345.09,,,,,tsuŋᴮ
磲,魚,魚,平,強魚,gjo,三,開,群,魚,67.18,,,,,
换,,,,,,,,,,,,,,,
𤬁,,,,,,,,,,,,,,,
峭,,笑,去,七肖,tshjewH,三,開,清,宵,414.30,,,,,
蕬,之,之,平,息兹,si,三,開,心,之,59.40,,,,,
湓,魂,魂,平,蒲奔,bwon,一,合,並,魂,119.43,,,,,
湓,,問,去,匹問,phjunH,三,開,滂,文,396.21,,,,,
湓,,慁,去,普悶,phwonH,一,合,滂,魂,399.44,,,,,
怯,,業,入,去劫,khjæp,三,開,溪,嚴,545.36,,,,,
檎,侵,侵,平,巨金,gim (III),三,開,群,侵,219.19,,,,,
抏,寒(+w),桓,平,五丸,ngwan,一,合,疑,桓,124.18,,,,,
鉗,鹽,鹽,平,巨淹,gjem (III),三,開,群,鹽,228.01,g-,-jem,A,gjem,
烘,東,東,平,戸公,huwng,一,開,匣,東,30.45,,,,,
烘,,送,去,胡貢,huwngH,一,開,匣,東,344.07,,,,,
烘,東,東,平,呼東,xuwng,一,開,曉,東,32.20,,,,,
烘,,送,去,呼貢,xuwngH,一,開,曉,東,344.16,,,,,
徨,唐,唐,平,胡光,hwang,一,合,匣,唐,181.29,h-,-wang,A,hwang,
瓶,青,青,平,薄經,beng,四,開,並,青,197.41,,,,,
蕎,宵,宵,平,巨嬌,gjew (III),三,開,群,宵,150.37,,,,,
蕎,宵,宵,平,舉喬,kjew (III),三,開,見,宵,147.48,,,,,
茇,,末,入,蒲撥,bat,一,開,並,桓,487.48,b-,-at,D,bat,puât
茇,,末,入,北末,pat,一,開,幫,桓,485.33,p-,-at,D,pat,buât
肖,,笑,去,私妙,sjewH,三,開,心,宵,413.32,s-,-jew,A,sjew,sjäuᶜ
肖,,,,,,,,,,,s-,-jew,C,sjewH,
鄂,,鐸,入,五各,ngak,一,開,疑,唐,506.34,,,,,
礽,蒸,蒸,平,如乗,nying,三,開,日,蒸,200.06,,,,,
俜,青,青,平,普丁,pheng,四,開,滂,青,195.17,,,,,
俜,,勁,去,匹正,phjiengH,三,開,滂,清,431.12,,,,,
伋,,緝,入,居立,kip (III),三,開,見,侵,532.55,,,,,
汭,祭,祭,去,而銳,nywejH,三,合,日,,375.31,,,,,
磢,,養,上,初兩,tsrhjangX,三,開,初（穿二）,陽,311.19,,,,,
季,,至,去,居悸,kwjijH (IV),三,合,見,脂,354.41,k-,-jwij,C,kjwijH,kwiᶜ 4
踈,魚,魚,平,所葅,srjo,三,開,生（審二）,魚,69.19,,,,,jiwiᶜ 4
𩚛,,盍,入,奴盍,nap,一,開,泥,談,537.48,,,,,
簣,,至,去,求位,gwijH (III),三,合,群,脂,351.42,kh-,-weaj,C,khweajH,
簣,,怪,去,苦怪,khwɛjH,二,合,溪,皆,385.50,,,,,
怠,,海,上,徒亥,dojX,一,開,定,咍,274.08,,,,,
忱,侵,侵,平,氏任,dzyim,三,開,常（禪三）,侵,218.11,dzy-,-im,A,dzyim,ṇjäp
醆,,產,上,阻限,tsrɛnX,二,開,莊（照二）,山,288.04,,,,,
醆,,獮,上,旨善,tsyenX,三,開,章（照三）,仙,291.09,,,,,
壚,模,模,平,落胡,lu,一,開,來,模,84.09,,,,,
黯,咸,咸,平,乙咸,ʔɛm,二,開,影,咸,230.08,,,,,Ɂậmᴮ
黯,,豏,上,乙減,ʔɛmX,二,開,影,咸,337.09,,,,,
挽,,阮,上,無遠,mjonX,三,開,明,元,281.03,,,,,
嗄,,禡,去,所嫁,sræH,二,開,生（審二）,麻,424.16,,,,,
嗄,夬,夬,去,於犗,ʔæjH,二,開,影,,387.11,,,,,
椏,,哿,上,烏可,ʔaX,一,開,影,歌,305.05,,,,,
椏,麻,麻,平,於加,ʔæ,二,開,影,麻,167.28,,,,,
閂,,,,,,,,,,,,,,,
睗,,昔,入,施隻,syiek,三,開,書（審三）,清,517.42,,,,,
蝀,東,東,平,德紅,tuwng,一,開,端,東,23.06,,,,,
蝀,,董,上,多動,tuwngX,一,開,端,東,235.02,,,,,
枹,虞,虞,平,防無,bju,三,開,並,虞,78.12,b-,-juw,A,bjuw,
枹,尤,尤,平,縛謀,bjuw,三,開,並,尤,211.09,,,,,
枹,肴,肴,平,布交,pæw,二,開,幫,肴,153.35,,,,,
兟,真,臻,平,所臻,srin,三,開,生（審二）,臻,109.14,,,,,
邴,,映,去,陂病,pjængH,三,開,幫,庚,429.28,p-,-jaeng,B,pjaengX,
邴,,梗,上,兵永,pjængX,三,開,幫,庚,316.03,,,,,
賮,,震,去,徐刃,zinH,三,開,邪,真,393.24,,,,,
鍋,歌,戈,平,古禾,kwa,一,合,見,戈,162.02,,,,,kuâ
麖,庚,庚,平,舉卿,kjæng,三,開,見,庚,186.10,,,,,
旦,,翰,去,得按,tanH,一,開,端,寒,401.10,t-,-an,C,tanH,tânᶜ
旦,,,,,,,,,,,,,,,tânᶜ
寮,蕭,蕭,平,落蕭,lew,四,開,來,蕭,145.44,,,,,
嗾,,候,去,蘇奏,suwH,一,開,心,侯,439.11,,,,,
嗾,,厚,上,蘇后,suwX,一,開,心,侯,326.46,,,,,
嗾,,候,去,倉奏,tshuwH,一,開,清,侯,439.45,,,,,
典,,銑,上,多殄,tenX,四,開,端,先,288.37,t-,-en,B,tenX,tienᴮ
典,,,,,,,,,,,,,,,tienᴮ
鶊,庚,庚,平,古行,kæng,二,開,見,庚,183.44,,,,,
吭,唐,唐,平,胡郎,hang,一,開,匣,唐,182.54,,,,,
吭,,宕,去,下浪,hangH,一,開,匣,唐,427.21,,,,,
吭,,蕩,上,胡朗,hangX,一,開,匣,唐,314.13,,,,,
壝,脂,脂,平,以追,ywij,三,合,以（喻四）,脂,55.46,y-,-wij,A,ywij,
壝,,旨,上,以水,ywijX,三,合,以（喻四）,脂,250.17,,,,,
徧,,線,去,方見,penH,四,開,幫,仙,412.19,p-,-en,C,penH,
鴉,麻,麻,平,於加,ʔæ,二,開,影,麻,167.24,-,-ae,A,ae,Ɂa
察,,黠,入,初八,tsrhwɛt,二,合,初（穿二）,山,488.56,tsrh-,-eat,D,tsrheat,tṣʰat
䂓,,,,,,,,,,,,,,,
熱,,薛,入,如列,nyet,三,開,日,仙,497.35,ny-,-jet,D,nyet,ńźjät
鱒,,慁,去,徂悶,dzwonH,一,合,從,魂,399.34,,,,,
鱒,,混,上,才本,dzwonX,一,合,從,魂,282.49,,,,,
瀣,,代,去,胡槩,hojH,一,開,匣,咍,390.44,,,,,
瀣,,怪,去,胡介,hɛjH,二,開,匣,皆,385.35,,,,,
札,,黠,入,側八,tsrɛt,二,開,莊（照二）,山,487.54,tsr-,-eat,D,tsreat,tṣăt
輊,,至,去,陟利,trijH,三,開,知,脂,353.06,,,,,ṭiᶜ
螓,真,真,平,匠鄰,dzin,三,開,從,真,104.20,,,,,
觥,庚,庚,平,古橫,kwæng,二,合,見,庚,184.53,,,,,kwɐŋ
惙,,薛,入,陟劣,trwjet,三,合,知,仙,499.17,,,,,
絞,,巧,上,古巧,kæwX,二,開,見,肴,300.07,k-,-aew,B,kaewX,kauᴮ
胷,鍾,鍾,平,許容,xjowng,三,開,曉,鍾,35.40,,,,,
娒,,,,,,,,,,,,,,,
𨌈,先,先,平,徒年,den,四,開,定,先,134.40,,,,,
脗,,,,,,,,,,,,,,,
潰,,隊,去,胡對,hwojH,一,合,匣,灰,388.55,h-,-woj,C,hwojH,
匆,,,,,,,,,,,,,,,
鞔,寒(+w),桓,平,母官,man,一,開,明,桓,126.60,,,,,
颯,,合,入,蘇合,sop,一,開,心,覃,534.54,,,,,sập
獷,,養,上,居往,kwjangX,三,合,見,陽,312.09,,,,,
獷,,梗,上,古猛,kwængX,二,合,見,庚,317.08,,,,,
榭,,禡,去,辝夜,zjæH,三,開,邪,麻,422.38,,,,,zjaᶜ
斲,,覺,入,竹角,træwk,二,開,知,江,465.12,tr-,-aewk,D,traewk,ṭåk
嵇,齊,齊,平,胡雞,hej,四,開,匣,齊,89.28,,,,,
廎,,,,,,,,,,,,,,,
